Platform,Department,Pipeline,Stage,Precedence Index,Criticality,Task Performed,Task Description,Client (Beneficiary),Dependencies (Must Follow),Precedencies (Must Precede),Deliverables,SLA (Hours),KPIs,Billing Model,Billing Unit,Base Rate,Value-Based Multiplier Guidance,Quoted Price Formula,Tools / Integrations,Automations / AI,Approver,Notes
SuiteDash,Social & Community,Social & Community Pipeline,Weekly Reporting,8,Medium,DM Specialist — Weekly Reporting,Compile platform metrics; share insights and actions for DM Specialist.,External Prospect / Sales,Calendar Planning; Asset Prep; Approval; Scheduling; Live / Engage; Moderation & Escalation; UGC Curation,,Qualified lead list with transcripts/notes,4,Qualified leads; response time; lead→opportunity %,Retainer + performance bonus,per qualified lead (or $20/hr),35.0,"1.0–1.5× based on retention, engagement, lead volume impact.",Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),SalesNexus; WhatsApp CRM; Auto-assign via Pabbly,Auto-create CRM lead; tag source; assign follow-up,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Campaign Brief,1,Medium,Creative Split Tester — Campaign Brief,"Define goals, budget, audience, messaging; creative asks for Creative Split Tester.",External Client / Internal Growth,,Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"A/B test plan, performance summary, winner asset",4,CTR delta; CPA delta; experiment velocity,Retainer + performance bonus,per 5-variant test,500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Bestever; Playzo; Native Ad Rules,Auto-launch variants; pause losers; log results,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Campaign Brief,1,Medium,Retargeting Specialist — Campaign Brief,"Define goals, budget, audience, messaging; creative asks for Retargeting Specialist.",External Client / Internal Growth,,Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,Retargeting audiences + campaigns with tracking,8,Retarget CVR; ROAS; freq. cap compliance,Retainer + performance bonus,per campaign setup,1500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Pabbly; Activepieces; Ad Platforms,Auto-sync audiences; frequency capping rules,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Campaign Brief,1,Medium,Funnel Specialist — Campaign Brief,"Define goals, budget, audience, messaging; creative asks for Funnel Specialist.",External Client / Internal Growth,,Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"Live funnel (LP, thank-you, email sequence) + tracking doc",8,LP CVR; pixel health; funnel completion %,Retainer + performance bonus,per funnel build,3000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),ProductDyno; SuiteDash; Smart Spreadsheets,Auto-QA checklist; pixel & UTM verification,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Campaign Brief,1,Medium,CRO Specialist — Campaign Brief,"Define goals, budget, audience, messaging; creative asks for CRO Specialist.",External Client / Internal Growth,,Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"Experiment backlog, test docs, implemented winners",8,Uplift %; test velocity; win rate %,Retainer + performance bonus,per month retainer + success bonus,2000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),TruConversion; Smart Spreadsheets; Google Optimize (alt),Auto-publish winners after significance,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Audience & Offers,2,Medium,Creative Split Tester — Audience & Offers,Build target segments; craft offers/value props; align with Creative Split Tester outputs.,External Client / Internal Growth,Campaign Brief,Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"A/B test plan, performance summary, winner asset",4,CTR delta; CPA delta; experiment velocity,Retainer + performance bonus,per 5-variant test,500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Bestever; Playzo; Native Ad Rules,Auto-launch variants; pause losers; log results,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Audience & Offers,2,Medium,Retargeting Specialist — Audience & Offers,Build target segments; craft offers/value props; align with Retargeting Specialist outputs.,External Client / Internal Growth,Campaign Brief,Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,Retargeting audiences + campaigns with tracking,8,Retarget CVR; ROAS; freq. cap compliance,Retainer + performance bonus,per campaign setup,1500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Pabbly; Activepieces; Ad Platforms,Auto-sync audiences; frequency capping rules,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Audience & Offers,2,Medium,Funnel Specialist — Audience & Offers,Build target segments; craft offers/value props; align with Funnel Specialist outputs.,External Client / Internal Growth,Campaign Brief,Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"Live funnel (LP, thank-you, email sequence) + tracking doc",8,LP CVR; pixel health; funnel completion %,Retainer + performance bonus,per funnel build,3000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),ProductDyno; SuiteDash; Smart Spreadsheets,Auto-QA checklist; pixel & UTM verification,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Audience & Offers,2,Medium,CRO Specialist — Audience & Offers,Build target segments; craft offers/value props; align with CRO Specialist outputs.,External Client / Internal Growth,Campaign Brief,Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"Experiment backlog, test docs, implemented winners",8,Uplift %; test velocity; win rate %,Retainer + performance bonus,per month retainer + success bonus,2000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),TruConversion; Smart Spreadsheets; Google Optimize (alt),Auto-publish winners after significance,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Creative Build,3,High,Creative Split Tester — Creative Build,Produce ad assets/landing pages; QA links/tracking for Creative Split Tester.,External Client / Internal Growth,Campaign Brief; Audience & Offers,Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"A/B test plan, performance summary, winner asset",4,CTR delta; CPA delta; experiment velocity,Retainer + performance bonus,per 5-variant test,500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Bestever; Playzo; Native Ad Rules,Auto-launch variants; pause losers; log results,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Creative Build,3,High,Retargeting Specialist — Creative Build,Produce ad assets/landing pages; QA links/tracking for Retargeting Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers,Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,Retargeting audiences + campaigns with tracking,8,Retarget CVR; ROAS; freq. cap compliance,Retainer + performance bonus,per campaign setup,1500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Pabbly; Activepieces; Ad Platforms,Auto-sync audiences; frequency capping rules,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Creative Build,3,High,Funnel Specialist — Creative Build,Produce ad assets/landing pages; QA links/tracking for Funnel Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers,Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"Live funnel (LP, thank-you, email sequence) + tracking doc",8,LP CVR; pixel health; funnel completion %,Retainer + performance bonus,per funnel build,3000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),ProductDyno; SuiteDash; Smart Spreadsheets,Auto-QA checklist; pixel & UTM verification,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Creative Build,3,High,CRO Specialist — Creative Build,Produce ad assets/landing pages; QA links/tracking for CRO Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers,Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"Experiment backlog, test docs, implemented winners",8,Uplift %; test velocity; win rate %,Retainer + performance bonus,per month retainer + success bonus,2000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),TruConversion; Smart Spreadsheets; Google Optimize (alt),Auto-publish winners after significance,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Tracking & Pixels,4,High,Creative Split Tester — Tracking & Pixels,"Install/test pixels, UTMs, events; verify data capture for Creative Split Tester.",External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build,Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"A/B test plan, performance summary, winner asset",4,CTR delta; CPA delta; experiment velocity,Retainer + performance bonus,per 5-variant test,500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Bestever; Playzo; Native Ad Rules,Auto-launch variants; pause losers; log results,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Tracking & Pixels,4,High,Retargeting Specialist — Tracking & Pixels,"Install/test pixels, UTMs, events; verify data capture for Retargeting Specialist.",External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build,Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,Retargeting audiences + campaigns with tracking,8,Retarget CVR; ROAS; freq. cap compliance,Retainer + performance bonus,per campaign setup,1500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Pabbly; Activepieces; Ad Platforms,Auto-sync audiences; frequency capping rules,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Tracking & Pixels,4,High,Funnel Specialist — Tracking & Pixels,"Install/test pixels, UTMs, events; verify data capture for Funnel Specialist.",External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build,Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"Live funnel (LP, thank-you, email sequence) + tracking doc",8,LP CVR; pixel health; funnel completion %,Retainer + performance bonus,per funnel build,3000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),ProductDyno; SuiteDash; Smart Spreadsheets,Auto-QA checklist; pixel & UTM verification,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Tracking & Pixels,4,High,CRO Specialist — Tracking & Pixels,"Install/test pixels, UTMs, events; verify data capture for CRO Specialist.",External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build,Launch; Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"Experiment backlog, test docs, implemented winners",8,Uplift %; test velocity; win rate %,Retainer + performance bonus,per month retainer + success bonus,2000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),TruConversion; Smart Spreadsheets; Google Optimize (alt),Auto-publish winners after significance,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Launch,5,High,Creative Split Tester — Launch,Deploy campaigns; verify delivery pacing and spend for Creative Split Tester.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels,Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"A/B test plan, performance summary, winner asset",4,CTR delta; CPA delta; experiment velocity,Retainer + performance bonus,per 5-variant test,500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Bestever; Playzo; Native Ad Rules,Auto-launch variants; pause losers; log results,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Launch,5,High,Retargeting Specialist — Launch,Deploy campaigns; verify delivery pacing and spend for Retargeting Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels,Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,Retargeting audiences + campaigns with tracking,8,Retarget CVR; ROAS; freq. cap compliance,Retainer + performance bonus,per campaign setup,1500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Pabbly; Activepieces; Ad Platforms,Auto-sync audiences; frequency capping rules,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Launch,5,High,Funnel Specialist — Launch,Deploy campaigns; verify delivery pacing and spend for Funnel Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels,Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"Live funnel (LP, thank-you, email sequence) + tracking doc",8,LP CVR; pixel health; funnel completion %,Retainer + performance bonus,per funnel build,3000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),ProductDyno; SuiteDash; Smart Spreadsheets,Auto-QA checklist; pixel & UTM verification,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Launch,5,High,CRO Specialist — Launch,Deploy campaigns; verify delivery pacing and spend for CRO Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels,Optimize (A/B); Retargeting; CRO / Landing Tests; Post-Mortem Report,"Experiment backlog, test docs, implemented winners",8,Uplift %; test velocity; win rate %,Retainer + performance bonus,per month retainer + success bonus,2000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),TruConversion; Smart Spreadsheets; Google Optimize (alt),Auto-publish winners after significance,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Optimize (A/B),6,High,Creative Split Tester — Optimize (A/B),A/B test creatives/audiences; iterate weekly for Creative Split Tester.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch,Retargeting; CRO / Landing Tests; Post-Mortem Report,"A/B test plan, performance summary, winner asset",4,CTR delta; CPA delta; experiment velocity,Retainer + performance bonus,per 5-variant test,500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Bestever; Playzo; Native Ad Rules,Auto-launch variants; pause losers; log results,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Optimize (A/B),6,High,Retargeting Specialist — Optimize (A/B),A/B test creatives/audiences; iterate weekly for Retargeting Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch,Retargeting; CRO / Landing Tests; Post-Mortem Report,Retargeting audiences + campaigns with tracking,8,Retarget CVR; ROAS; freq. cap compliance,Retainer + performance bonus,per campaign setup,1500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Pabbly; Activepieces; Ad Platforms,Auto-sync audiences; frequency capping rules,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Optimize (A/B),6,High,Funnel Specialist — Optimize (A/B),A/B test creatives/audiences; iterate weekly for Funnel Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch,Retargeting; CRO / Landing Tests; Post-Mortem Report,"Live funnel (LP, thank-you, email sequence) + tracking doc",8,LP CVR; pixel health; funnel completion %,Retainer + performance bonus,per funnel build,3000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),ProductDyno; SuiteDash; Smart Spreadsheets,Auto-QA checklist; pixel & UTM verification,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Optimize (A/B),6,High,CRO Specialist — Optimize (A/B),A/B test creatives/audiences; iterate weekly for CRO Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch,Retargeting; CRO / Landing Tests; Post-Mortem Report,"Experiment backlog, test docs, implemented winners",8,Uplift %; test velocity; win rate %,Retainer + performance bonus,per month retainer + success bonus,2000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),TruConversion; Smart Spreadsheets; Google Optimize (alt),Auto-publish winners after significance,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Retargeting,7,Medium,Creative Split Tester — Retargeting,Build audiences; sequence messaging by funnel stage for Creative Split Tester.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B),CRO / Landing Tests; Post-Mortem Report,"A/B test plan, performance summary, winner asset",4,CTR delta; CPA delta; experiment velocity,Retainer + performance bonus,per 5-variant test,500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Bestever; Playzo; Native Ad Rules,Auto-launch variants; pause losers; log results,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Retargeting,7,Medium,Retargeting Specialist — Retargeting,Build audiences; sequence messaging by funnel stage for Retargeting Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B),CRO / Landing Tests; Post-Mortem Report,Retargeting audiences + campaigns with tracking,8,Retarget CVR; ROAS; freq. cap compliance,Retainer + performance bonus,per campaign setup,1500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Pabbly; Activepieces; Ad Platforms,Auto-sync audiences; frequency capping rules,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Retargeting,7,Medium,Funnel Specialist — Retargeting,Build audiences; sequence messaging by funnel stage for Funnel Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B),CRO / Landing Tests; Post-Mortem Report,"Live funnel (LP, thank-you, email sequence) + tracking doc",8,LP CVR; pixel health; funnel completion %,Retainer + performance bonus,per funnel build,3000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),ProductDyno; SuiteDash; Smart Spreadsheets,Auto-QA checklist; pixel & UTM verification,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Retargeting,7,Medium,CRO Specialist — Retargeting,Build audiences; sequence messaging by funnel stage for CRO Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B),CRO / Landing Tests; Post-Mortem Report,"Experiment backlog, test docs, implemented winners",8,Uplift %; test velocity; win rate %,Retainer + performance bonus,per month retainer + success bonus,2000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),TruConversion; Smart Spreadsheets; Google Optimize (alt),Auto-publish winners after significance,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,CRO / Landing Tests,8,High,Creative Split Tester — CRO / Landing Tests,Run CRO tests; implement winners; maintain log for Creative Split Tester.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting,Post-Mortem Report,"A/B test plan, performance summary, winner asset",4,CTR delta; CPA delta; experiment velocity,Retainer + performance bonus,per 5-variant test,500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Bestever; Playzo; Native Ad Rules,Auto-launch variants; pause losers; log results,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,CRO / Landing Tests,8,High,Retargeting Specialist — CRO / Landing Tests,Run CRO tests; implement winners; maintain log for Retargeting Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting,Post-Mortem Report,Retargeting audiences + campaigns with tracking,8,Retarget CVR; ROAS; freq. cap compliance,Retainer + performance bonus,per campaign setup,1500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Pabbly; Activepieces; Ad Platforms,Auto-sync audiences; frequency capping rules,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,CRO / Landing Tests,8,High,Funnel Specialist — CRO / Landing Tests,Run CRO tests; implement winners; maintain log for Funnel Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting,Post-Mortem Report,"Live funnel (LP, thank-you, email sequence) + tracking doc",8,LP CVR; pixel health; funnel completion %,Retainer + performance bonus,per funnel build,3000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),ProductDyno; SuiteDash; Smart Spreadsheets,Auto-QA checklist; pixel & UTM verification,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,CRO / Landing Tests,8,High,CRO Specialist — CRO / Landing Tests,Run CRO tests; implement winners; maintain log for CRO Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting,Post-Mortem Report,"Experiment backlog, test docs, implemented winners",8,Uplift %; test velocity; win rate %,Retainer + performance bonus,per month retainer + success bonus,2000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),TruConversion; Smart Spreadsheets; Google Optimize (alt),Auto-publish winners after significance,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Post-Mortem Report,9,Medium,Creative Split Tester — Post-Mortem Report,Analyze ROI; document learnings; update playbooks for Creative Split Tester.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests,,"A/B test plan, performance summary, winner asset",4,CTR delta; CPA delta; experiment velocity,Retainer + performance bonus,per 5-variant test,500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Bestever; Playzo; Native Ad Rules,Auto-launch variants; pause losers; log results,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Post-Mortem Report,9,Medium,Retargeting Specialist — Post-Mortem Report,Analyze ROI; document learnings; update playbooks for Retargeting Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests,,Retargeting audiences + campaigns with tracking,8,Retarget CVR; ROAS; freq. cap compliance,Retainer + performance bonus,per campaign setup,1500.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),Pabbly; Activepieces; Ad Platforms,Auto-sync audiences; frequency capping rules,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Post-Mortem Report,9,Medium,Funnel Specialist — Post-Mortem Report,Analyze ROI; document learnings; update playbooks for Funnel Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests,,"Live funnel (LP, thank-you, email sequence) + tracking doc",8,LP CVR; pixel health; funnel completion %,Retainer + performance bonus,per funnel build,3000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),ProductDyno; SuiteDash; Smart Spreadsheets,Auto-QA checklist; pixel & UTM verification,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
SuiteDash,Advertising & Growth,Advertising & Growth Pipeline,Post-Mortem Report,9,Medium,CRO Specialist — Post-Mortem Report,Analyze ROI; document learnings; update playbooks for CRO Specialist.,External Client / Internal Growth,Campaign Brief; Audience & Offers; Creative Build; Tracking & Pixels; Launch; Optimize (A/B); Retargeting; CRO / Landing Tests,,"Experiment backlog, test docs, implemented winners",8,Uplift %; test velocity; win rate %,Retainer + performance bonus,per month retainer + success bonus,2000.0,1.0–3.0× based on revenue impact (ROAS/LTV uplift).,Quoted = Base Rate × Value Multiplier × (Rush 1.25× if <48h),TruConversion; Smart Spreadsheets; Google Optimize (alt),Auto-publish winners after significance,Marketing Lead,Dependencies follow stage order; Gantt precedence via index; map fields to custom properties on import.
